ModbusManager 1.0.9
20200624
Product: F1145, F1245
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"PCA-Power Relays EP14";"Indicates the active relays on the PCA-Power card. The information is binary encoded";43516;"";u8;1;0;0;0;R;
"HW Comfort Shunt State";"10=shunt off,20=shunt open,30=shunt closed";43555;"";u8;1;0;0;0;R;
"HW Comfort Add Status";"1=on,0=off";43556;"";u8;1;0;0;0;R;
"Pool 2 blocked";"";43560;"";u8;1;0;0;0;R;
"Pool 1 blocked";"";43561;"";u8;1;0;0;0;R;
"GP9 Pool 2 Valve";"";43563;"";u8;1;0;0;0;R;
"GP9 Pool 1 Valve";"";43564;"";u8;1;0;0;0;R;
"Docked Pool 2 Compressors";"Number of compressors docked to pool 2";43577;"";u8;1;0;0;0;R;
"EB108 Version";"";43580;"";u16;1;0;0;0;R;
"EB108 Slave Type";"";43598;"";u8;1;0;0;0;R;
"EB108 Compressor EP14 Size";"";43599;"kW";u8;1;0;0;0;R;
"EB108-EP15-BT3 Return Temp.";"Return temperature, BT3";43600;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43601;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43602;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43603;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43604;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43605;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT17 Suction";"Suction temperature, BT17";43606;"°C";s16;10;0;0;0;R;
"EB108-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43607;"°C";s16;10;0;0;0;R;
"EB108-EP15-BP8 Pressure Transmitter";"";43608;"°C";s16;10;0;0;0;R;
"EB108-EP15 Compressor State";"";43609;"";u8;1;0;0;0;R;
"EB108-EP15 Compr. time to start";"";43610;"";u8;1;0;0;0;R;
"EB108-EP15 Relay status";"";43611;"";u16;1;0;0;0;R;
"EB108-EP15 Heat med. pump status";"";43612;"%";u8;1;0;0;0;R;
"EB108-EP15 Brine pump status";"";43613;"%";u8;1;0;0;0;R;
"EB108-EP15 Compressor starts";"";43614;"";u32;1;0;0;0;R;
"EB108-EP15 Tot. op.time compr";"";43616;"h";u32;1;0;0;0;R;
"EB108-EP15 Tot. HW op.time compr";"";43618;"h";u32;1;0;0;0;R;
"EB108-EP15 Alarm number";"The value indicates the most severe current alarm";43620;"";u16;1;0;0;0;R;
"EB108-EP14-BT3 Return Temp.";"Return temperature, BT3";43621;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43622;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43623;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43624;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43625;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43626;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT17 Suction";"Suction temperature, BT17";43627;"°C";s16;10;0;0;0;R;
"EB108-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43628;"°C";s16;10;0;0;0;R;
"EB108-EP14-BP8 Pressure Transmitter";"";43629;"°C";s16;10;0;0;0;R;
"EB108-EP14 Compressor State";"";43630;"";u8;1;0;0;0;R;
"EB108-EP14 Compr. time to start";"";43631;"";u8;1;0;0;0;R;
"EB108-EP14 Relay status";"";43632;"";u16;1;0;0;0;R;
"EB108-EP14 Heat med. pump status";"";43633;"%";u8;1;0;0;0;R;
"EB108-EP14 Brine pump status";"";43634;"%";u8;1;0;0;0;R;
"EB108-EP14 Compressor starts";"";43635;"";u32;1;0;9999999;0;R;
"EB108-EP14 Tot. op.time compr";"";43637;"h";u32;1;0;9999999;0;R;
"EB108-EP14 Tot. HW op.time compr";"";43639;"h";u32;1;0;9999999;0;R;
"EB108-EP14 Alarm number";"The value indicates the most severe current alarm";43641;"";u16;1;0;0;0;R;
"EB107 Version";"";43642;"";u16;1;0;0;0;R;
"EB107 Slave Type";"";43660;"";u8;1;0;0;0;R;
"EB107 Compressor EP14 Size";"";43661;"kW";u8;1;0;0;0;R;
"EB107-EP15-BT3 Return Temp.";"Return temperature, BT3";43662;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43663;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43664;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43665;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43666;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43667;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT17 Suction";"Suction temperature, BT17";43668;"°C";s16;10;0;0;0;R;
"EB107-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43669;"°C";s16;10;0;0;0;R;
"EB107-EP15-BP8 Pressure Transmitter";"";43670;"°C";s16;10;0;0;0;R;
"EB107-EP15 Compressor State";"";43671;"";u8;1;0;0;0;R;
"EB107-EP15 Compr. time to start";"";43672;"";u8;1;0;0;0;R;
"EB107-EP15 Relay status";"";43673;"";u16;1;0;0;0;R;
"EB107-EP15 Heat med. pump status";"";43674;"%";u8;1;0;0;0;R;
"EB107-EP15 Brine pump status";"";43675;"%";u8;1;0;0;0;R;
"EB107-EP15 Compressor starts";"";43676;"";u32;1;0;0;0;R;
"EB107-EP15 Tot. op.time compr";"";43678;"h";u32;1;0;0;0;R;
"EB107-EP15 Tot. HW op.time compr";"";43680;"h";u32;1;0;0;0;R;
"EB107-EP15 Alarm number";"The value indicates the most severe current alarm";43682;"";u16;1;0;0;0;R;
"EB107-EP14-BT3 Return Temp.";"Return temperature, BT3";43683;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43684;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43685;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43686;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43687;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43688;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT17 Suction";"Suction temperature, BT17";43689;"°C";s16;10;0;0;0;R;
"EB107-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43690;"°C";s16;10;0;0;0;R;
"EB107-EP14-BP8 Pressure Transmitter";"";43691;"°C";s16;10;0;0;0;R;
"EB107-EP14 Compressor State";"";43692;"";u8;1;0;0;0;R;
"EB107-EP14 Compr. time to start";"";43693;"";u8;1;0;0;0;R;
"EB107-EP14 Relay status";"";43694;"";u16;1;0;0;0;R;
"EB107-EP14 Heat med. pump status";"";43695;"%";u8;1;0;0;0;R;
"EB107-EP14 Brine pump status";"";43696;"%";u8;1;0;0;0;R;
"EB107-EP14 Compressor starts";"";43697;"";u32;1;0;9999999;0;R;
"EB107-EP14 Tot. op.time compr";"";43699;"h";u32;1;0;9999999;0;R;
"EB107-EP14 Tot. HW op.time compr";"";43701;"h";u32;1;0;9999999;0;R;
"EB107-EP14 Alarm number";"The value indicates the most severe current alarm";43703;"";u16;1;0;0;0;R;
"EB106 Version";"";43704;"";u16;1;0;0;0;R;
"EB106 Slave Type";"";43722;"";u8;1;0;0;0;R;
"EB106 Compressor EP14 Size";"";43723;"kW";u8;1;0;0;0;R;
"EB106-EP15-BT3 Return Temp.";"Return temperature, BT3";43724;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43725;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43726;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43727;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43728;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43729;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT17 Suction";"Suction temperature, BT17";43730;"°C";s16;10;0;0;0;R;
"EB106-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43731;"°C";s16;10;0;0;0;R;
"EB106-EP15-BP8 Pressure Transmitter";"";43732;"°C";s16;10;0;0;0;R;
"EB106-EP15 Compressor State";"";43733;"";u8;1;0;0;0;R;
"EB106-EP15 Compr. time to start";"";43734;"";u8;1;0;0;0;R;
"EB106-EP15 Relay status";"";43735;"";u16;1;0;0;0;R;
"EB106-EP15 Heat med. pump status";"";43736;"%";u8;1;0;0;0;R;
"EB106-EP15 Brine pump status";"";43737;"%";u8;1;0;0;0;R;
"EB106-EP15 Compressor starts";"";43738;"";u32;1;0;0;0;R;
"EB106-EP15 Tot. op.time compr";"";43740;"h";u32;1;0;0;0;R;
"EB106-EP15 Tot. HW op.time compr";"";43742;"h";u32;1;0;0;0;R;
"EB106-EP15 Alarm number";"The value indicates the most severe current alarm";43744;"";u16;1;0;0;0;R;
"EB106-EP14-BT3 Return Temp.";"Return temperature, BT3";43745;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43746;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43747;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43748;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43749;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43750;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT17 Suction";"Suction temperature, BT17";43751;"°C";s16;10;0;0;0;R;
"EB106-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43752;"°C";s16;10;0;0;0;R;
"EB106-EP14-BP8 Pressure Transmitter";"";43753;"°C";s16;10;0;0;0;R;
"EB106-EP14 Compressor State";"";43754;"";u8;1;0;0;0;R;
"EB106-EP14 Compr. time to start";"";43755;"";u8;1;0;0;0;R;
"EB106-EP14 Relay status";"";43756;"";u16;1;0;0;0;R;
"EB106-EP14 Heat med. pump status";"";43757;"%";u8;1;0;0;0;R;
"EB106-EP14 Brine pump status";"";43758;"%";u8;1;0;0;0;R;
"EB106-EP14 Compressor starts";"";43759;"";u32;1;0;9999999;0;R;
"EB106-EP14 Tot. op.time compr";"";43761;"h";u32;1;0;9999999;0;R;
"EB106-EP14 Tot. HW op.time compr";"";43763;"h";u32;1;0;9999999;0;R;
"EB106-EP14 Alarm number";"The value indicates the most severe current alarm";43765;"";u16;1;0;0;0;R;
"EB105 Version";"";43766;"";u16;1;0;0;0;R;
"EB105 Slave Type";"";43784;"";u8;1;0;0;0;R;
"EB105 Compressor EP14 Size";"";43785;"kW";u8;1;0;0;0;R;
"EB105-EP15-BT3 Return Temp.";"Return temperature, BT3";43786;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43787;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43788;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43789;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43790;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43791;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT17 Suction";"Suction temperature, BT17";43792;"°C";s16;10;0;0;0;R;
"EB105-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43793;"°C";s16;10;0;0;0;R;
"EB105-EP15-BP8 Pressure Transmitter";"";43794;"°C";s16;10;0;0;0;R;
"EB105-EP15 Compressor State";"";43795;"";u8;1;0;0;0;R;
"EB105-EP15 Compr. time to start";"";43796;"";u8;1;0;0;0;R;
"EB105-EP15 Relay status";"";43797;"";u16;1;0;0;0;R;
"EB105-EP15 Heat med. pump status";"";43798;"%";u8;1;0;0;0;R;
"EB105-EP15 Brine pump status";"";43799;"%";u8;1;0;0;0;R;
"EB105-EP15 Compressor starts";"";43800;"";u32;1;0;0;0;R;
"EB105-EP15 Tot. op.time compr";"";43802;"h";u32;1;0;0;0;R;
"EB105-EP15 Tot. HW op.time compr";"";43804;"h";u32;1;0;0;0;R;
"EB105-EP15 Alarm number";"The value indicates the most severe current alarm";43806;"";u16;1;0;0;0;R;
"EB105-EP14-BT3 Return Temp.";"Return temperature, BT3";43807;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43808;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43809;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43810;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43811;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43812;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT17 Suction";"Suction temperature, BT17";43813;"°C";s16;10;0;0;0;R;
"EB105-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43814;"°C";s16;10;0;0;0;R;
"EB105-EP14-BP8 Pressure Transmitter";"";43815;"°C";s16;10;0;0;0;R;
"EB105-EP14 Compressor State";"";43816;"";u8;1;0;0;0;R;
"EB105-EP14 Compr. time to start";"";43817;"";u8;1;0;0;0;R;
"EB105-EP14 Relay status";"";43818;"";u16;1;0;0;0;R;
"EB105-EP14 Heat med. pump status";"";43819;"%";u8;1;0;0;0;R;
"EB105-EP14 Brine pump status";"";43820;"%";u8;1;0;0;0;R;
"EB105-EP14 Compressor starts";"";43821;"";u32;1;0;9999999;0;R;
"EB105-EP14 Tot. op.time compr";"";43823;"h";u32;1;0;9999999;0;R;
"EB105-EP14 Tot. HW op.time compr";"";43825;"h";u32;1;0;9999999;0;R;
"EB105-EP14 Alarm number";"The value indicates the most severe current alarm";43827;"";u16;1;0;0;0;R;
"EB104 Version";"";43828;"";u16;1;0;0;0;R;
"EB104 Slave Type";"";43846;"";u8;1;0;0;0;R;
"EB104 Compressor EP14 Size";"";43847;"kW";u8;1;0;0;0;R;
"EB104-EP15-BT3 Return Temp.";"Return temperature, BT3";43848;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43849;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43850;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43851;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43852;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43853;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT17 Suction";"Suction temperature, BT17";43854;"°C";s16;10;0;0;0;R;
"EB104-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43855;"°C";s16;10;0;0;0;R;
"EB104-EP15-BP8 Pressure Transmitter";"";43856;"°C";s16;10;0;0;0;R;
"EB104-EP15 Compressor State";"";43857;"";u8;1;0;0;0;R;
"EB104-EP15 Compr. time to start";"";43858;"";u8;1;0;0;0;R;
"EB104-EP15 Relay status";"";43859;"";u16;1;0;0;0;R;
"EB104-EP15 Heat med. pump status";"";43860;"%";u8;1;0;0;0;R;
"EB104-EP15 Brine pump status";"";43861;"%";u8;1;0;0;0;R;
"EB104-EP15 Compressor starts";"";43862;"";u32;1;0;0;0;R;
"EB104-EP15 Tot. op.time compr";"";43864;"h";u32;1;0;0;0;R;
"EB104-EP15 Tot. HW op.time compr";"";43866;"h";u32;1;0;0;0;R;
"EB104-EP15 Alarm number";"The value indicates the most severe current alarm";43868;"";u16;1;0;0;0;R;
"EB104-EP14-BT3 Return Temp.";"Return temperature, BT3";43869;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43870;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43871;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43872;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43873;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43874;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT17 Suction";"Suction temperature, BT17";43875;"°C";s16;10;0;0;0;R;
"EB104-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43876;"°C";s16;10;0;0;0;R;
"EB104-EP14-BP8 Pressure Transmitter";"";43877;"°C";s16;10;0;0;0;R;
"EB104-EP14 Compressor State";"";43878;"";u8;1;0;0;0;R;
"EB104-EP14 Compr. time to start";"";43879;"";u8;1;0;0;0;R;
"EB104-EP14 Relay status";"";43880;"";u16;1;0;0;0;R;
"EB104-EP14 Heat med. pump status";"";43881;"%";u8;1;0;0;0;R;
"EB104-EP14 Brine pump status";"";43882;"%";u8;1;0;0;0;R;
"EB104-EP14 Compressor starts";"";43883;"";u32;1;0;9999999;0;R;
"EB104-EP14 Tot. op.time compr";"";43885;"h";u32;1;0;9999999;0;R;
"EB104-EP14 Tot. HW op.time compr";"";43887;"h";u32;1;0;9999999;0;R;
"EB104-EP14 Alarm number";"The value indicates the most severe current alarm";43889;"";u16;1;0;0;0;R;
"EB103 Version";"";43890;"";u16;1;0;0;0;R;
"EB103 Slave Type";"";43908;"";u8;1;0;0;0;R;
"EB103 Compressor EP14 Size";"";43909;"kW";u8;1;0;0;0;R;
"EB103-EP15-BT3 Return Temp.";"Return temperature, BT3";43910;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43911;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43912;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43913;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43914;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43915;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT17 Suction";"Suction temperature, BT17";43916;"°C";s16;10;0;0;0;R;
"EB103-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43917;"°C";s16;10;0;0;0;R;
"EB103-EP15-BP8 Pressure Transmitter";"";43918;"°C";s16;10;0;0;0;R;
"EB103-EP15 Compressor State";"";43919;"";u8;1;0;0;0;R;
"EB103-EP15 Compr. time to start";"";43920;"";u8;1;0;0;0;R;
"EB103-EP15 Relay status";"";43921;"";u16;1;0;0;0;R;
"EB103-EP15 Heat med. pump status";"";43922;"%";u8;1;0;0;0;R;
"EB103-EP15 Brine pump status";"";43923;"%";u8;1;0;0;0;R;
"EB103-EP15 Compressor starts";"";43924;"";u32;1;0;0;0;R;
"EB103-EP15 Tot. op.time compr";"";43926;"h";u32;1;0;0;0;R;
"EB103-EP15 Tot. HW op.time compr";"";43928;"h";u32;1;0;0;0;R;
"EB103-EP15 Alarm number";"The value indicates the most severe current alarm";43930;"";u16;1;0;0;0;R;
"EB103-EP14-BT3 Return Temp.";"Return temperature, BT3";43931;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43932;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43933;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43934;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43935;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43936;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT17 Suction";"Suction temperature, BT17";43937;"°C";s16;10;0;0;0;R;
"EB103-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43938;"°C";s16;10;0;0;0;R;
"EB103-EP14-BP8 Pressure Transmitter";"";43939;"°C";s16;10;0;0;0;R;
"EB103-EP14 Compressor State";"";43940;"";u8;1;0;0;0;R;
"EB103-EP14 Compr. time to start";"";43941;"";u8;1;0;0;0;R;
"EB103-EP14 Relay status";"";43942;"";u16;1;0;0;0;R;
"EB103-EP14 Heat med. pump status";"";43943;"%";u8;1;0;0;0;R;
"EB103-EP14 Brine pump status";"";43944;"%";u8;1;0;0;0;R;
"EB103-EP14 Compressor starts";"";43945;"";u32;1;0;9999999;0;R;
"EB103-EP14 Tot. op.time compr";"";43947;"h";u32;1;0;9999999;0;R;
"EB103-EP14 Tot. HW op.time compr";"";43949;"h";u32;1;0;9999999;0;R;
"EB103-EP14 Alarm number";"The value indicates the most severe current alarm";43951;"";u16;1;0;0;0;R;
"EB102 Version";"";43952;"";u16;1;0;0;0;R;
"EB102 Slave Type";"";43970;"";u8;1;0;0;0;R;
"EB102 Compressor EP14 Size";"";43971;"kW";u8;1;0;0;0;R;
"EB102-EP15-BT3 Return Temp.";"Return temperature, BT3";43972;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";43973;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";43974;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT12 Condensor Out";"Condensor temperature, BT12";43975;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43976;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";43977;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT17 Suction";"Suction temperature, BT17";43978;"°C";s16;10;0;0;0;R;
"EB102-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";43979;"°C";s16;10;0;0;0;R;
"EB102-EP15-BP8 Pressure Transmitter";"";43980;"°C";s16;10;0;0;0;R;
"EB102-EP15 Compressor State";"";43981;"";u8;1;0;0;0;R;
"EB102-EP15 Compr. time to start";"";43982;"";u8;1;0;0;0;R;
"EB102-EP15 Relay status";"";43983;"";u16;1;0;0;0;R;
"EB102-EP15 Heat med. pump status";"";43984;"%";u8;1;0;0;0;R;
"EB102-EP15 Brine pump status";"";43985;"%";u8;1;0;0;0;R;
"EB102-EP15 Compressor starts";"";43986;"";u32;1;0;0;0;R;
"EB102-EP15 Tot. op.time compr";"";43988;"h";u32;1;0;0;0;R;
"EB102-EP15 Tot. HW op.time compr";"";43990;"h";u32;1;0;0;0;R;
"EB102-EP15 Alarm number";"The value indicates the most severe current alarm";43992;"";u16;1;0;0;0;R;
"EB102-EP14-BT3 Return Temp.";"Return temperature, BT3";43993;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT10 Brine In Temp";"Brine in temperature, BT10";43994;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT11 Brine Out Temp";"Brine out temperature, BT11";43995;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT12 Condensor Out";"Condensor temperature, BT12";43996;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";43997;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";43998;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT17 Suction";"Suction temperature, BT17";43999;"°C";s16;10;0;0;0;R;
"EB102-EP14-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";44000;"°C";s16;10;0;0;0;R;
"EB102-EP14-BP8 Pressure Transmitter";"";44001;"°C";s16;10;0;0;0;R;
"EB102-EP14 Compressor State";"";44002;"";u8;1;0;0;0;R;
"EB102-EP14 Compr. time to start";"";44003;"";u8;1;0;0;0;R;
"EB102-EP14 Relay status";"";44004;"";u16;1;0;0;0;R;
"EB102-EP14 Heat med. pump status";"";44005;"%";u8;1;0;0;0;R;
"EB102-EP14 Brine pump status";"";44006;"%";u8;1;0;0;0;R;
"EB102-EP14 Compressor starts";"";44007;"";u32;1;0;9999999;0;R;
"EB102-EP14 Tot. op.time compr";"";44009;"h";u32;1;0;9999999;0;R;
"EB102-EP14 Tot. HW op.time compr";"";44011;"h";u32;1;0;9999999;0;R;
"EB102-EP14 Alarm number";"The value indicates the most severe current alarm";44013;"";u16;1;0;0;0;R;
"EB101 Version";"";44014;"";u16;1;0;0;0;R;
"EB101 Slave Type";"";44032;"";u8;1;0;0;0;R;
"EB101 Compressor EP14 Size";"";44033;"kW";u8;1;0;0;0;R;
"EB101-EP15-BT3 Return Temp.";"Return temperature, BT3";44034;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT10 Brine In Temp";"Brine in temperature, BT10";44035;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT11 Brine Out Temp";"Brine out temperature, BT11";44036;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT12 Condensor Out";"Condensor temperature, BT12";44037;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT14 Hot Gas Temp";"Hot gas temperature, BT14";44038;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT15 Liquid Line";"Liquid line temperature, BT15";44039;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT17 Suction";"Suction temperature, BT17";44040;"°C";s16;10;0;0;0;R;
"EB101-EP15-BT29 Cpr. Oil. Temp.";"Compressor oil temperature, BT29";44041;"°C";s16;10;0;0;0;R;
"EB101-EP15-BP8 Pressure Transmitter";"";44042;"°C";s16;10;0;0;0;R;
"EB101-EP15 Compressor State";"";44043;"";u8;1;0;0;0;R;
"EB101-EP15 Compr. time to start";"";44044;"";u8;1;0;0;0;R;
"EB101-EP15 Relay status";"";44045;"";u16;1;0;0;0;R;
"EB101-EP15 Heat med. pump status";"";44046;"%";u8;1;0;0;0;R;
"EB101-EP15 Brine pump status";"";44047;"%";u8;1;0;0;0;R;
"EB101-EP15 Compressor starts";"";44048;"";u32;1;0;0;0;R;
"EB101-EP15 Tot. op.time compr";"";44050;"h";u32;1;0;0;0;R;
"EB101-EP15 Tot. HW op.time compr";"";44052;"h";u32;1;0;0;0;R;
"EB101-EP15 Alarm number";"The value indicates the most severe current alarm";44054;"";u16;1;0;0;0;R;
"EB101-EP14-BT3 Return Temp.";"Return temperature, BT3";44055;"°C";s16;10;0;0;0;R;
